All traffic signals,,,,,,,,,,,Location,Latitude,,,,,,,,,,
PX,GUNNS RD,Mid Block,Side 1,Side 2,Private Access,Additional Info,Geo ID,Node ID,X,Y,Latitude,Longitude,Activation Date,Signal System,Non system,Mode of Control,Pedestrian Walk speed,APS,Transit Preempt,Fire preempt,Rail preempt,No. of Signalized Approaches
1797,KIPLING AVE,,GENTHORN AVE,PRIVATE ACCESS,ST. BENEDICT'S SCHOOL,,907644,13454784,298953.6874,4842390,43.72347,-79.57233,00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1798,MEADOWVALE RD,,ZOO RD,PRIVATE ACCESS,TORONTO ZOO (NORTH ENTRANCE),,6349680,13441775,330728.646,4853488.282,43.82293238,-79.1774489,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1799,ELLESMERE RD,,DOLLY VARDEN BLVD,,,,6793422,13446304,326117.061,4848231.999,43.77576,-79.23498,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1800,OVERLEA BLVD,,WILLIAM MORGAN DR,,,,6837962,13456773,317566.917,4840686.469,43.70805,-79.34136,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1801,DORIS AVE,,EMPRESS AVE,,,,12157405,13447523,311964.86,4847533.939,43.7697371,-79.4107908,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1802,YONGE ST,85m NORTH OF,SHUTER ST,,,,7762738,0,314442.0305,4834766.796,43.65482,-79.38028,00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,2
1803,ISLINGTON AVE,25m NORTH OF,WINNIPEG RD,,,,908800,0,301178.4843,4838976.59,43.69267,-79.54467,00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
1804,WESTON RD,285m SOUTHEAST OF,LAWRENCE AVE W,,,1765-1775 WESTON RD,7074349,0,303731.965,4839670.351,43.69899288,-79.51305091,00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
1805,PARKSIDE DR,,INDIAN VALLEY CRES,,,,1145863,13466722,308131.129,4834355.998,43.65115,-79.45851,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1806,PARKSIDE DR,,SPRING RD,,,,7730155,13468182,308442.649,4833228.463,43.64096876,-79.45462704,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1807,ADELAIDE ST W,,BRANT ST,,,,1146178,13467393,313000.6743,4833815.132,43.646217,-79.398129,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1808,BATHURST ST,,ROBINSON ST,CARR ST,,,1145698,13466991,312473.849,4834111.186,43.64893,-79.40465,00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1809,DUNDAS ST W,200m EAST OF,SCARLETT RD,PRIVATE ACCESS,#3671 DUNDAS ST (LOBLAWS),,9360,0,305052.2283,4835979.411,43.66570361,-79.49692031,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1811,LAKE SHORE BLVD E,,NORTHERN DANCER BLVD,PRIVATE ACCESS,,,13973014,13973019,320127.692,4835734.543,43.6634,-79.30969,00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1812,BROADVIEW AVE,,HILLSIDE DR,PRIVATE ACCESS,,,1841,13460586,316369.58,4838235.88,43.686,-79.35627,00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1814,MIDLAND AVE,,LOCKIE AVE,,,,106335,13444733,322487.248,4849686.999,43.788943,-79.280036,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1815,MCNICOLL AVE,,EAGLE POINT RD,,,,104630,13442983,318755.0434,4851476.928,43.80514,-79.32635,35:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1817,MCNICOLL AVE,,SILVER SPRINGS BLVD,,,,14669361,13442549,320364.3721,4852028.197,43.81006,-79.30633,00:00.0,MTSS,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,3
1818,ROYAL YORK RD,,NEWCASTLE ST,,,,7973940,13469941,304871.19,4830618,43.61751,-79.49893,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1819,MCNICOLL AVE,,HAROLD EVANS CRES,PLACER CRT,,,11484469,13443156,317509.1207,4851284.23,43.80342,-79.34183,00:00.0,TransSuite,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1820,SHEPPARD AVE E,30m EAST OF,REIDMOUNT AVE,PRIVATE ACCESS,AGINCOURT GO PARKING LOT,,11165069,0,322091.238,4849138.484,43.784,-79.285,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,0,4
1821,POYNTZ AVE,,BEECROFT RD,,,,9066159,13448963,311858.3582,4846410.031,43.75963,-79.41211,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1823,BAYVIEW AVE,,TUDOR GT,,,,442100,13451378,314184.86,4844613.7,43.74341,-79.38326,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1824,KINGSTON RD,375m SOUTHWEST OF,BRIMLEY RD S,PRIVATE ACCESS,RESTHAVEN CEMETERY ACCESS,,112019,0,325466.09,4841552,43.7155762,-79.24354154,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1825,EGLINTON AVE E,,TORRANCE RD,PRIVATE ACCESS,,,9011614,13451634,326108.81,4844209,43.7396,-79.23525,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1826,BRIMLEY RD,,GOLDEN GATE CRT,OMNI DR,,,4333290,13446880,323951.9426,4847803.7,43.77197,-79.26187,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1827,LAWRENCE AVE E,,BRIDGEPORT DR,CHARLOTTETOWN BLVD,,,9313148,13445741,333696.5475,4848583.007,43.77865,-79.14079,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1828,EASTERN AVE,175m EAST OF,COXWELL AVE,PRIVATE ACCESS,TELETHEATRE ACCESS,,30034345,0,319772.4095,4836018.384,43.66597,-79.31427,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1829,STEELES AVE E,225m WEST OF,VICTORIA PARK AVE,PRIVATE ACCESS,CALL NET DR,,436101,0,317333.94,4852572.94,43.81496075,-79.34420081,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1830,VICTORIA PARK AVE,237m SOUTH OF,STEELES AVE E,PRIVATE ACCESS,SPRINT CANADA DRIVEWAY,,11467214,0,317619.989,4852418.941,43.81364,-79.34048,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1831,ANNETTE ST,,EVELYN AVE,,,,14015266,13465149,306782.7697,4835464.243,43.66112,-79.4752,20:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
1832,THE QUEENSWAY,230m EAST OF,THE WEST MALL,PRIVATE ACCESS,SHERWAY GARDEN ACCESS,,913972,0,299912.44,4830188,43.61363,-79.56037,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1834,OVERLEA BLVD,175m WEST OF,THORNCLIFFE PARK DR,PRIVATE ACCESS,EAST YORK TOWN CENTRE,,649,0,317218.1184,4840572.703,43.70703,-79.34566,00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1835,BLOOR ST W,,FORESTVIEW RD,MAPLEDAWN RD,,,912865,13469193,298859.395,4832318.847,43.6328,-79.5734,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1836,O CONNOR DR,,GLENWOOD CRES,,,,7847769,13457547,319638.5366,4840102.262,43.70273,-79.31568,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1837,LAWRENCE AVE W,,GLEN RUSH BLVD,,,,9694792,13455026,310695.451,4842001.578,43.71999,-79.42664,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,0,,3
1838,LAWRENCE AVE E,,EAST AVE,PRIVATE ACCESS,ROUGE HILL GO STATION,,13499222,13445495,334435.8705,4848815.06,43.78072,-79.13159,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1839,WARDEN AVE,75m NORTH OF,MACK AVE,,,,20353596,13457877,322830.447,4839834.601,43.70027,-79.27608,00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
1840,THE EAST MALL,70m NORTH OF,CANTLE PATH,PRIVATE ACCESS,LOBLAWS ENTRANCE,CANTLE PATH (SOUTH),13969709,0,300032.925,4833637.307,43.64465471,-79.55887645,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1841,COMMISSIONERS ST,,DON ROADWAY,PRIVATE ACCESS,,,11093309,13466878,317285.03,4834077.45,43.64855,-79.34502,00:00.0,SCOOT,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,0,4
1843,COMMISSIONERS ST,,CARLAW AVE,PRIVATE ACCESS,,,8353784,13466194,318050.32,4834532.35,43.65265,-79.33556,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1844,LESLIE ST,,COMMISSIONERS ST,NORTH SERVICE RD,,,8353636,13465538,318791.8135,4834967.05,43.65655,-79.32635,00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,1,4
1845,FRONT ST E,,GEORGE ST,GEORGE ST S,,,1145495,13466733,315245.622,4834216.769,43.649842,-79.37032,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1846,VICTORIA PARK AVE,,MUSGRAVE ST,PRIVATE ACCESS,,,4436223,13460032,321955.52,4838465.53,43.68795,-79.28697,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1847,DUNDAS ST W,,MABELLE AVE,,,,10759689,13467586,302319.1439,4833870.932,43.64678,-79.53052,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1848,FINCH AVE W,,WOODBINE DOWNS BLVD,HALESIA DR,,,907223,13453318,296187.463,4843535.501,43.73376,-79.60673,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1849,BRENTCLIFFE RD,,VANDERHOOF AVE,,,,286,13456008,316138.685,4841224.007,43.7129,-79.35908,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1850,DANFORTH AVE,,THYRA AVE,PRIVATE ACCESS,SHOPPERS WORLD,,10878800,13459528,321690.7365,4838782.026,43.69081,-79.29025,00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1851,KING ST W,,SUDBURY ST,PRIVATE ACCESS,,,1146840,13468120,311460.95,4833231.18,43.64101,-79.41727,00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1852,DUNDAS ST W,275m EAST OF,ROYAL YORK RD,PRIVATE ACCESS,KINGSWAY MILLS PLAZA,,7257489,0,303704.81,4835286,43.65946035,-79.5135782,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1855,KIPLING AVE,,LONGFIELD RD,THE KINGSWAY,,,909710,13463235,300807.3166,4836850.974,43.6736,-79.5493,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1856,FINCH AVE W,400m WEST OF,KIPLING AVE,PRIVATE ACCESS,,,906898,0,297772.59,4844583.5,43.74326,-79.58676,00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1857,EASTERN AVE,,LARCHMOUNT AVE,,,,14037313,13465059,318238.649,4835316.079,43.659659,-79.333166,20:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
1858,PRINCES BLVD,,NUNAVUT RD,PRIVATE ACCESS,,,14065264,14065206,311619.4397,4832361.544,43.63327,-79.41528,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1859,STEELES AVE E,95m WEST OF,TARBERT RD,OLD ENGLISH LANE,BAYVIEW GATES CONDO,,14228179,14228180,313416.325,4851347.249,43.80405,-79.39278,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1861,FINCH AVE E,,LISZT GT,TRUDY RD,,,436952,13444657,315803.91,4849883.91,43.79084,-79.36306,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,4
1863,THE QUEENSWAY,150m WEST OF,ISLINGTON AVE,PRIVATE ACCESS,,,20040308,0,303430.9524,4831246.067,43.62319,-79.51677,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1864,DUNDAS ST W,50m NORTH OF,CHELSEA AVE,PRIVATE ACCESS,,,2195885,13465560,308565.843,4835185.974,43.658612,-79.453102,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1865,QUEEN ST E,,SUMACH ST,,,,8754168,13465571,316163.24,4834997.53,43.65683,-79.35889,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1866,YORK MILLS RD,,SCARSDALE RD,PRIVATE ACCESS,YORK MILLS SQ,,440789,13449731,316260.27,4845736.17,43.75354,-79.3575,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1867,KIPLING AVE,,MATTICE AVE,MATTICE RD,,,911486,13467571,301748.2529,4833892.737,43.64696,-79.53755,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1868,CALEDONIA RD,,RAITHERM RD,PRIVATE ACCESS,HOME DEPOT PLAZA,,3202449,13458026,307657.08,4839997.92,43.70193,-79.46434,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,0,,,4
1869,KEELE ST,,DOVEHOUSE AVE,,,,9278804,13450594,305783.514,4845294.716,43.74961,-79.48758,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1870,PHARMACY AVE,,DOLPHIN DR,PRIVATE ACCESS,,,2312030,13457926,321974.037,4839814.89,43.70009,-79.28671,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1871,SHERWAY GARDENS RD,,GARDINER X W SHERWAY GARDENS RAMP,,SHERWAY GARDENS,GARDINER WB OFF RAMP,14257769,14256202,300558.832,4830129.537,43.61309,-79.55228,00:00.0,SCOOT,,SAP,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1872,EGLINTON AVE E,,PRUDHAM GT,PRIVATE ACCESS,,,111509,13453473,322119,4842969,43.72848,-79.28481,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1873,MARTIN GROVE RD,,RICHGROVE DR,,,,7009570,13462745,299606.075,4837212.402,43.67684,-79.56419,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1874,WILSON AVE,300m EAST OF,DUFFERIN ST,PRIVATE ACCESS,,,14246094,0,308367.44,4843429,43.73284,-79.45532,00:00.0,MTSS,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,3
1875,DUFFERIN ST,,BILLY BISHOP WAY,,,240 m SOUTH OF WILSON AVE,14203392,14203394,308138.27,4843109.37,43.73004,-79.45837,00:00.0,MTSS,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1876,ALNESS ST,,FLINT RD,,,,11272575,13445966,306541.837,4848886.839,43.7819227,-79.478151,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1877,DON MILLS RD,160m NORTH OF,SHEPPARD AVE E,PRIVATE ACCESS,DON MILLS STATION,,438191,0,317051.258,4848289.024,43.77649,-79.34756,00:00.0,SCOOT,,SAV,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1878,DUNDAS ST W,,MANNING AVE,,,,14039740,13466586,311970.01,4834377.94,43.65135,-79.41091,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,3
1879,THE QUEENSWAY,,GLENDALE AVE,,,,10757619,13468370,308712.588,4833045.649,43.63932,-79.45129,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1880,ANNETTE ST,,PACIFIC AVE,,,,1143477,13464799,307392.9372,4835701.451,43.663242,-79.467636,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1881,SPADINA RD,,BURTON RD,KILBARRY RD,,,1139070,13459482,311680.146,4838996.576,43.69285,-79.41441,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,4
1882,PHARMACY AVE,,DEWEY DR,,,,2820803,13449395,320134.522,4845913.063,43.755022,-79.309359,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1883,BATHURST ST,,ADELAIDE ST W,,,,8457315,13467569,312590.8,4833699.01,43.64521,-79.40321,00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,2
1884,KIPLING AVE,30m NORTH OF,STEVENSON RD,,,,8206167,0,298110.2883,4844766.18,43.74495,-79.58288,00:00.0,TransSuite,,PED,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
1885,ISLINGTON AVE,,TITAN RD,,,,912979,13469267,303350.695,4832104.542,43.63088,-79.51774,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1886,MARTIN GROVE RD,,PORTERFIELD RD,,,,907838,13454996,297934.7471,4842250.985,43.72218,-79.58498,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1887,BURNHAMTHORPE RD,,OLD BURNHAMTHORPE RD,,,WEST INTERSECTION,912092,13468412,298168.4971,4833193.363,43.64067,-79.58202,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,3
1888,MOUNT PLEASANT RD,,GLENGOWAN RD,,,,1137940,13454880,313248.785,4842054.642,43.720386,-79.394925,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1889,DANFORTH AVE,200m EAST OF,MAIN ST,PRIVATE ACCESS,CANADIAN TIRE ACCESS,,14066698,0,320946.564,4838544.907,43.68867846,-79.2995283,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1890,KIPLING AVE,,GARDINER WB OFF RAMP,,,,20111019,20111021,302684.0524,4830806.654,43.61923,-79.52604,00:00.0,SCOOT,,SAV,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1891,SCARLETT RD,,LA ROSE AVE,,,,909099,13460834,303724.212,4838322.755,43.68687,-79.51312,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1892,THE QUEENSWAY,60m EAST OF,ALGIE AVE,PRIVATE ACCESS,IKEA ACCESS,,7336739,0,301852.38,4830765.5,43.61885,-79.53625,00:00.0,SCOOT,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1894,PARLIAMENT ST,,MILL ST,,,,30003462,13466646,315904.984,4834259.88,43.650192,-79.362162,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1895,LAWRENCE AVE W,,BLOSSOMFIELD DR,,,,10335558,13455830,308941.56,4841474.89,43.71524,-79.4484,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1896,MIDLAND AVE,,BAYLAWN DR,BOARHILL DR,,,105058,13443404,322108.3119,4850920,43.80005,-79.28468,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1897,OAKDALE RD,376m SOUTH OF,FINCH AVE W,PRIVATE ACCESS,HUMBER RIVER HOSPITAL / WESTVIEW SECONDARY SCHOOL,,10536929,,302690.986,4845698.121,43.75325,-79.52601,29:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),1,0,0,0,3
1899,MILNER AVE,,GRAND MARSHALL DR,PRIVATE ACCESS,,,104922,13443301,329182.78,4850912.08,43.79979,-79.19677,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1900,DIXON RD,65m WEST OF,MCARTHUR ST,PRIVATE ACCESS,LOBLAWS/WESTOWN PLAZA ACCESS,,908520,0,301163.0595,4839504.108,43.69751,-79.54492,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1901,PORT UNION RD,,CONFERENCE BLVD,,,,106354,13444818,333806.866,4849415.681,43.786142,-79.139429,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1902,TAPSCOTT RD,,CROW TRL,,,,7448922,13442631,326295.8303,4851777.658,43.80767,-79.23262,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1903,HIGHWAY 27,,ROYALCREST RD,,,,906720,13450806,295887.62,4845312.75,43.74972,-79.61046,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1905,DUNDAS ST E,,VICTORIA ST,,,,7642553,13465716,314497.594,4834934.716,43.6563,-79.37955,00:00.0,Awaiting TransSuite Control,,FXT,1.0 m/s (FDW based on full crossing @1.2m/s),1,,,,4
1906,KEELE ST,,THE POND RD,,,,439282,13447353,305328.5673,4847781.282,43.77203,-79.49319,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1907,WICKSTEED AVE,,BRENTCLIFFE RD,PRIVATE ACCESS,,,8677049,13456228,316185.281,4841067.002,43.71149,-79.3585,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1911,MARTIN GROVE RD,,JEFFCOAT DR,,,,907846,13455524,298064.77,4841876.587,43.71882,-79.58341,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1912,KING ST W,,ATLANTIC AVE,,,,7553490,13468224,311134.629,4833140.62,43.64019,-79.42127,00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1913,SHEPPARD AVE E,,BARBERRY PL,PRIVATE ACCESS,BAYVIEW VILLAGE MALL,,439123,13447829,314044.166,4847278.894,43.76747,-79.385,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
1915,STEELES AVE W,185m WEST OF,HIDDEN TRL,PRIVATE ACCESS,,,3327207,0,307569.02,4849584.577,43.78824,-79.46537,00:00.0,MTSS,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1916,QUEEN ST E,,BELLEFAIR AVE,,,,7683454,13463249,320926.478,4836478.019,43.67012,-79.29981,00:00.0,MTSS,,SAP,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,3
1917,LAKE SHORE BLVD W,,FORT YORK BLVD,,,,14255077,14255079,312311.199,4832619.848,43.63551,-79.4067,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1918,FORT YORK BLVD,,FLEET ST,,,,20056559,14255084,312300.744,4832721.158,43.6364,-79.40682,00:00.0,SCOOT,,FXT,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,1,,,4
1919,BATHURST ST,,FORT YORK BLVD,,,,30032577,14255097,312800.099,4832993.571,43.63887,-79.40062,00:00.0,Awaiting TransSuite Control,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,1,,,3
1920,DUNDAS ST W,,CLENDENAN AVE,,,,14015246,13464440,306910.0604,4835953.84,43.66554,-79.47346,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,3
1921,ALBION RD,,CALSTOCK DR,,,,9741581,13453194,300087.8546,4843565.339,43.73409,-79.55824,00:00.0,TransSuite,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1923,O CONNOR DR,,FOUR OAKS GT,,,,1063,13458523,318146.728,4839435.895,43.69676,-79.33421,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1924,O CONNOR DR,,TAYLOR DR,,,,940,13458149,319000.1,4839690.77,43.69897457,-79.32383071,00:00.0,TransSuite,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,3
1926,MARKHAM RD,250m SOUTH OF,FINCH AVE E,PRIVATE ACCESS,,,4968480,0,325465.888,4852119.624,43.81078,-79.24293,00:00.0,TransSuite,,SA2,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1927,NORTH QUEEN ST,,NOVA RD,PRIVATE ACCESS,,,7283686,13470013,300186.636,4830465.083,43.61605149,-79.55715562,00:00.0,SCOOT,,SA2,"1.2 m/s (FDW based on 3/8th, 5/8th rule)",0,,,,4
1928,BLOOR ST W,,MONTROSE AVE,,,,30039482,13464722,311162.462,4835678.841,43.663018,-79.420904,00:00.0,TransSuite,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,2
1929,DOVERCOURT RD,,HEPBOURNE ST,,,,8392706,13465389,310546.188,4835227.231,43.65898,-79.42853,00:00.0,Awaiting TransSuite Control,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),0,,,,4
1930,ST CLAIR AVE E,,FERNDALE AVE,PRIVATE ACCESS,TTC EXIT,,11631521,13460187,313531.748,4838527.999,43.68864,-79.39149,00:00.0,MTSS,,SAP,1.0 m/s (FDW based on full crossing @1.2m/s),1,1,,,4
1931,LESLIE ST,50m SOUTH OF,MOSLEY ST,PRIVATE ACCESS,TIM HORTON'S/LOBLAWS,,8822787,0,318586.8835,4835366.952,43.66014,-79.32885,00:00.0,SCOOT,,SA2,"1.0 m/s (FDW based on 3/8th, 5/8th rule)",1,,,,4
